"","School","State","School.Type","Total.Disbursements","Year"
"3122","ROWAN UNIVERSITY","NJ","Public",13167119,"1011"
"3123","FELICIAN COLLEGE","NJ","Private-Nonprofit",3872163,"1011"
"3124","NEW JERSEY CITY UNIVERSITY","NJ","Public",17135497.96,"1011"
"3125","MIDDLESEX COUNTY COLLEGE","NJ","Public",19027926,"1011"
"3126","MONMOUTH UNIVERSITY","NJ","Private-Nonprofit",5915274.52,"1011"
"3127","MONTCLAIR STATE UNIVERSITY","NJ","Public",23325156,"1011"
"3128","NEW JERSEY INSTITUTE OF TECHNOLOGY","NJ","Public",10366520,"1011"
"3129","KEAN UNIVERSITY","NJ","Public",24334314.5,"1011"
"3130","OCEAN COUNTY COLLEGE","NJ","Public",12297651.5,"1011"
"3131","WILLIAM PATERSON UNIVERSITY OF NEW JERSEY","NJ","Public",16414876.62,"1011"
"3132","PRINCETON UNIVERSITY","NJ","Private-Nonprofit",2584720,"1011"
"3133","RIDER UNIVERSITY","NJ","Private-Nonprofit",5330021.03,"1011"
"3134","RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY","NJ","Public",67478621,"1011"
"3135","SETON HALL UNIVERSITY","NJ","Private-Nonprofit",6975468,"1011"
"3136","SAINT PETER'S UNIVERSITY","NJ","Private-Nonprofit",5798823.45,"1011"
"3137","STEVENS INSTITUTE OF TECHNOLOGY","NJ","Private-Nonprofit",2904258.41,"1011"
"3138","COLLEGE OF NEW JERSEY (THE)","NJ","Public",4709275.8,"1011"
"3139","UNION COUNTY COLLEGE","NJ","Public",23450062.08,"1011"
"3140","BERGEN COMMUNITY COLLEGE","NJ","Public",20949317.96,"1011"
"3141","MERCER COUNTY COMMUNITY COLLEGE","NJ","Public",14146650,"1011"
"3142","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","NJ","Public",161846,"1011"
"3143","TETERBORO SCHOOL OF AERONAUTICS","NJ","Proprietary",576027,"1011"
"3144","SOMERSET COUNTY TECHNICAL INSTITUTE","NJ","Public",54125,"1011"
"3145","SALEM COMMUNITY COLLEGE","NJ","Public",2508663,"1011"
"3146","HOLY NAME MEDICAL CENTER SCHOOL OF NURSING","NJ","Private-Nonprofit",110540,"1011"
"3147","MONTCLAIR HOSPITAL LLC","NJ","Proprietary",53647.6,"1011"
"3148","JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS","NJ","Private-Nonprofit",551342.33,"1011"
"3149","ST FRANCIS MEDICAL CENTER","NJ","Private-Nonprofit",2400,"1011"
"3150","CAMDEN COUNTY COLLEGE","NJ","Public",22843765.33,"1011"
"3151","GLOUCESTER COUNTY COLLEGE","NJ","Public",7784758.72,"1011"
"3152","ESSEX COUNTY COLLEGE","NJ","Public",31062603.01,"1011"
"3153","BERKELEY COLLEGE","NJ","Proprietary",13332217,"1011"
"3154","LINCOLN TECHNICAL INSTITUTE","NJ","Proprietary",12329866.85,"1011"
"3155","PARISIAN BEAUTY ACADEMY","NJ","Proprietary",707446.8,"1011"
"3156","COUNTY COLLEGE OF MORRIS","NJ","Public",7409107.25,"1011"
"3157","BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS","NJ","Public",11402221.84,"1011"
"3158","RARITAN VALLEY COMMUNITY COLLEGE","NJ","Public",6619635.75,"1011"
"3159","BETH MEDRASH GOVOHA OF AMERICA","NJ","Private-Nonprofit",14890441,"1011"
"3160","BROOKDALE COMMUNITY COLLEGE","NJ","Public",18135804,"1011"
"3161","HO HO KUS SCHL OF TRADE & TECH SCIENCES","NJ","Proprietary",787910,"1011"
"3162","RABBINICAL COLLEGE OF AMERICA","NJ","Private-Nonprofit",515253,"1011"
"3163","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary",869206.4,"1011"
"3164","RAMAPO COLLEGE OF NEW JERSEY","NJ","Public",6401678.57,"1011"
"3165","RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE)","NJ","Public",10926369,"1011"
"3166","PASSAIC COUNTY COMMUNITY COLLEGE","NJ","Public",19349312.3,"1011"
"3167","UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY","NJ","Public",627570.92,"1011"
"3168","PB COSMETOLOGY EDUCATION CENTRE","NJ","Proprietary",648861.29,"1011"
"3169","ANTHEM INSTITUTE","NJ","Proprietary",4718144,"1011"
"3170","RIZZIERI AVEDA SCHOOL FOR BEAUTY AND WELLNESS","NJ","Proprietary",442161,"1011"
"3171","MORRIS COUNTY SCHOOL OF TECHNOLOGY","NJ","Public",100225,"1011"
"3172","HAIR DESIGN SCHOOL, THE","NJ","Proprietary",381106.21,"1011"
"3173","TALMUDICAL ACADEMY","NJ","Private-Nonprofit",459600,"1011"
"3174","ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary",643001.12,"1011"
"3175","DOVER BUSINESS COLLEGE","NJ","Proprietary",4793980,"1011"
"3176","LINCOLN TECHNICAL INSTITUTE","NJ","Proprietary",21180732.43,"1011"
"3177","EASTWICK COLLEGE - HACKENSACK CAMPUS.","NJ","Proprietary",1808150,"1011"
"3178","HUDSON COUNTY COMMUNITY COLLEGE","NJ","Public",29103660.69,"1011"
"3179","EASTWICK COLLEGE","NJ","Proprietary",2446050,"1011"
"3180","ROMAN ACADEMY OF BEAUTY CULTURE","NJ","Proprietary",285642,"1011"
"3181","HOHOKUS SCHOOL - RETS/NUTLEY","NJ","Proprietary",1709317,"1011"
"3182","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary",418612.54,"1011"
"3183","HARRIS SCHOOL OF BUSINESS","NJ","Proprietary",4574820.53,"1011"
"3184","DUCRET SCHOOL OF THE ARTS","NJ","Private-Nonprofit",106172,"1011"
"3185","PENNCO TECH","NJ","Proprietary",4127026,"1011"
"3186","FORTIS INSTITUTE","NJ","Proprietary",2348357.15,"1011"
"3187","JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE)","NJ","Proprietary",103413.5,"1011"
"3188","EMPIRE BEAUTY SCHOOL-LAUREL SPRINGS","NJ","Proprietary",1255735.24,"1011"
"3189","DIVERS ACADEMY OF THE EASTERN SEABOARD","NJ","Proprietary",319576.1,"1011"
"3190","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary",576983.97,"1011"
"3191","THOMAS A EDISON STATE COLLEGE","NJ","Public",3810793.1,"1011"
"3192","OMEGA INSTITUTE","NJ","Proprietary",854604,"1011"
"3193","ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary",769714.42,"1011"
"3194","DRAKE COLLEGE OF BUSINESS","NJ","Proprietary",14242490,"1011"
"3195","UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS","NJ","Public",276104.14,"1011"
"3196","ATLANTIC BEAUTY & SPA ACADEMY","NJ","Proprietary",659139.56,"1011"
"3197","COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION","NJ","Private-Nonprofit",46981,"1011"
"3198","HAIR DESIGN SCHOOL (THE)","NJ","Proprietary",1269488.93,"1011"
"3199","HAIR DESIGN SCHOOL (THE)","NJ","Proprietary",554234.3,"1011"
"3200","CAPRI INSTITUTE OF HAIR DESIGN","NJ","Proprietary",525408,"1011"
"3201","LINCOLN TECHNICAL INSTITUTE","NJ","Proprietary",1121134,"1011"
"3202","BERGEN COUNTY TECHNICAL SCHOOLS","NJ","Public",184666.96,"1011"
"3203","EMPIRE BEAUTY SCHOOL","NJ","Proprietary",1484753.19,"1011"
"3204","WARREN COUNTY COMMUNITY COLLEGE","NJ","Public",2376107,"1011"
"3205","OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS","NJ","Public",659513.85,"1011"
"3206","ARTISTIC ACADEMY OF HAIR DESIGN","NJ","Proprietary",330532,"1011"
"3207","ROBERT FIANCE BEAUTY SCHOOLS","NJ","Proprietary",452949.49,"1011"
"3208","SUSSEX COUNTY COMMUNITY COLLEGE","NJ","Public",4290006.26,"1011"
"3209","HARRIS SCHOOL OF BUSINESS","NJ","Proprietary",3149308.48,"1011"
"3210","RABBI JACOB JOSEPH SCHOOL","NJ","Private-Nonprofit",163575,"1011"
"3211","EASTERN INTERNATIONAL COLLEGE","NJ","Proprietary",1407343.91,"1011"
"3212","STENOTECH CAREER INSTITUTE","NJ","Proprietary",287634.65,"1011"
"3213","INSTITUTE FOR HEALTH EDUCATION (THE)","NJ","Proprietary",963004.45,"1011"
"3214","CENTRAL CAREER SCHOOL","NJ","Proprietary",422852,"1011"
"3215","ACADEMY OF MASSAGE THERAPY","NJ","Proprietary",486247,"1011"
"3216","NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER","NJ","Private-Nonprofit",1195488,"1011"
"3217","KEYSKILLS LEARNING","NJ","Proprietary",106123,"1011"
"3218","INSTITUTE FOR THERAPEUTIC MASSAGE","NJ","Proprietary",290555,"1011"
"3219","PERFORMANCE TRAINING INSTITUTE","NJ","Proprietary",2935981.5,"1011"
"3220","METRO AUTO ELECTRONICS TRAINING INSTITUTE","NJ","Proprietary",280932,"1011"
"3221","PC AGE","NJ","Proprietary",810513.19,"1011"
"3222","SOMERSET CHRISTIAN COLLEGE","NJ","Private-Nonprofit",757100.93,"1011"
"3223","HEALTHCARE TRAINING INSTITUTE","NJ","Proprietary",742150.56,"1011"
"3224","EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICINE","NJ","Proprietary",17750,"1011"
"3225","BAIS MEDRASH TORAS CHESED","NJ","Private-Nonprofit",192741.5,"1011"
"3226","YESHIVAS BE'ER YITZCHOK","NJ","Private-Nonprofit",342728,"1011"
"3227","GENTLE HEALING SCHOOL OF MASSAGE","NJ","Proprietary",49951,"1011"
"3228","YESHIVA TORAS CHAIM","NJ","Private-Nonprofit",1086175,"1011"
"3229","TOTAL IMAGE BEAUTY ACADEMY","NJ","Proprietary",195951.16,"1011"
"3230","CENTER FOR ALLIED HEALTH & NURSING EDUCATION (THE)","NJ","Proprietary",3499730,"1011"
"3231","AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION","NJ","Proprietary",368918,"1011"
"3232","STARTING POINTS","NJ","Private-Nonprofit",170172.94,"1011"
"3233","NATIONAL CAREER INSTITUTE","NJ","Proprietary",1081498,"1011"
"3234","LAB PAUL MITCHELL PARTNER SCHOOL (THE)","NJ","Proprietary",217193,"1011"
"3235","MESIVTA KESER TORAH","NJ","Private-Nonprofit",140375,"1011"
"3236","BEST CARE TRAINING INSTITUTE","NJ","Proprietary",126927.99,"1011"
"3237","SAINT JOHN'S COLLEGE","NM","Private-Nonprofit",790812.12,"1011"
"3238","SANTA FE UNIVERSITY OF ART AND DESIGN","NM","Proprietary",572820,"1011"
"3239","UNIVERSITY OF THE SOUTHWEST","NM","Private-Nonprofit",982286,"1011"
"3240","EASTERN NEW MEXICO UNIVERSITY","NM","Public",16294227.4,"1011"
"3241","NEW MEXICO HIGHLANDS UNIVERSITY","NM","Public",6159618.5,"1011"
"3242","NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY","NM","Public",1946076.98,"1011"
"3243","NEW MEXICO JUNIOR COLLEGE","NM","Public",3895525.25,"1011"
"3244","NEW MEXICO MILITARY INSTITUTE","NM","Public",757551,"1011"
"3245","NEW MEXICO STATE UNIVERSITY","NM","Public",61298760,"1011"
"3246","SAN JUAN COLLEGE","NM","Public",12068154.08,"1011"
"3247","UNIVERSITY OF NEW MEXICO","NM","Public",59056538.94,"1011"
"3248","WESTERN NEW MEXICO UNIVERSITY","NM","Public",6788000.27,"1011"
"3249","CENTRAL NEW MEXICO COMMUNITY COLLEGE","NM","Public",37984329,"1011"
"3250","CLOVIS COMMUNITY COLLEGE","NM","Public",4878653.81,"1011"
"3251","LUNA COMMUNITY COLLEGE","NM","Public",2726789.29,"1011"
"3252","DEWOLFF COLLEGE OF HAIRSTYLING AND COSMETOLOGY","NM","Proprietary",679562.52,"1011"
"3253","OLYMPIAN UNIVERSITY OF COSMETOLOGY","NM","Proprietary",5819697,"1011"
"3254","NORTHERN NEW MEXICO COLLEGE","NM","Public",4416202.88,"1011"
"3255","INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTSDEVELOPMENT","NM","Public",970065,"1011"
"3256","SANTA FE COMMUNITY COLLEGE","NM","Public",7301515,"1011"
"3257","NAVAJO TECHNICAL COLLEGE","NM","Public",4221513,"1011"
"3258","SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE","NM","Public",1813938,"1011"
"3259","MESALANDS COMMUNITY COLLEGE","NM","Public",1315450.52,"1011"
"3260","UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE","NM","Proprietary",233821.09,"1011"
"3261","PIMA MEDICAL INSTITUTE","NM","Proprietary",92820.72,"1011"
"3262","MASSAGE THERAPY TRAINING INSTITUTE","NM","Proprietary",114998.5,"1011"
"3263","TONI AND GUY HAIRDRESSING  ACADEMY","NM","Proprietary",372211,"1011"
"3264","AVEDA INSTITUTE OF NEW MEXICO (THE)","NM","Proprietary",59746,"1011"
"3265","UNIVERSITY OF NEVADA , RENO","NV","Public",15006967.78,"1011"
"3266","UNIVERSITY OF NEVADA - LAS VEGAS","NV","Public",33194924.56,"1011"
"3267","GREAT BASIN COLLEGE","NV","Public",2808360.84,"1011"
"3268","MARINELLO SCHOOLS OF BEAUTY","NV","Proprietary",1631434,"1011"
"3269","MARINELLO SCHOOL OF BEAUTY","NV","Proprietary",954418.28,"1011"
"3270","SIERRA NEVADA COLLEGE","NV","Private-Nonprofit",807615,"1011"
"3271","COLLEGE OF SOUTHERN NEVADA","NV","Public",39866498.91,"1011"
"3272","WESTERN NEVADA COLLEGE","NV","Public",7070807.63,"1011"
"3273","ACADEMY OF HAIR DESIGN","NV","Proprietary",678349.4,"1011"
"3274","TRUCKEE MEADOWS COMMUNITY COLLEGE","NV","Public",15435989,"1011"
"3275","EVEREST COLLEGE","NV","Proprietary",4948319.85,"1011"
"3276","CAREER COLLEGE OF NORTHERN NEVADA","NV","Proprietary",2817749,"1011"
"3277","KAPLAN COLLEGE","NV","Proprietary",3624907,"1011"
"3278","CARSON CITY BEAUTY ACADEMY","NV","Proprietary",495310.57,"1011"
"3279","ACADEMY OF HEALING ARTS","NV","Proprietary",2676123.73,"1011"
"3280","EXPERTISE COSMETOLOGY INSTITUTE","NV","Private-Nonprofit",1126022.25,"1011"
"3281","NORTHWEST HEALTH CAREERS","NV","Proprietary",662491.86,"1011"
"3282","INSTITUTE OF PROFESSIONAL CAREERS","NV","Proprietary",57546,"1011"
"3283","ROSEMAN UNIVERSITY OF HEALTH SCIENCES","NV","Private-Nonprofit",409043,"1011"
"3284","NEVADA STATE COLLEGE","NV","Public",4040767.91,"1011"
"3285","INTERNATIONAL ACADEMY OF STYLE","NV","Proprietary",415601.26,"1011"
"3286","AVEDA INSTITUTE LAS VEGAS","NV","Proprietary",427675,"1011"
"3287","ADVANCED TRAINING INSTITUTE","NV","Proprietary",490985.3,"1011"
"3288","PAUL MITCHELL THE SCHOOL LAS VEGAS","NV","Proprietary",133233.79,"1011"
"3289","VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY","NY","Private-Nonprofit",5689072.68,"1011"
"3290","ADELPHI UNIVERSITY","NY","Private-Nonprofit",6657492,"1011"
"3291","DOWLING COLLEGE","NY","Private-Nonprofit",4138552.23,"1011"
"3292","ALFRED UNIVERSITY","NY","Private-Nonprofit",3269362,"1011"
"3293","BANK STREET COLLEGE OF EDUCATION","NY","Private-Nonprofit",64000,"1011"
"3294","BARD COLLEGE","NY","Private-Nonprofit",1670622,"1011"
"3295","BRYANT & STRATTON COLLEGE","NY","Proprietary",67060274.5,"1011"
"3296","CANISIUS COLLEGE","NY","Private-Nonprofit",4664307.29,"1011"
"3297","CAZENOVIA COLLEGE","NY","Private-Nonprofit",2122368.18,"1011"
"3298","CUNY BROOKLYN COLLEGE","NY","Public",31935901.57,"1011"
"3299","CITY COLLEGE OF NEW YORK - CUNY","NY","Public",32180420.41,"1011"
"3300","CUNY HUNTER COLLEGE","NY","Public",29660880.58,"1011"
"3301","CUNY QUEENS COLLEGE","NY","Public",28970637.84,"1011"
"3302","CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE","NY","Public",69353200.95,"1011"
"3303","CUNY BRONX COMMUNITY COLLEGE","NY","Public",34893102.83,"1011"
"3304","CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE","NY","Public",34248272.43,"1011"
"3305","KINGSBOROUGH COMMMUNITY COLLEGE/CUNY","NY","Public",39362207.75,"1011"
"3306","NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW YORK","NY","Public",40528573.62,"1011"
"3307","QUEENSBOROUGH COMMUNITY COLLEGE-CUNY","NY","Public",32014863.58,"1011"
"3308","COLLEGE OF STATEN ISLAND/CUNY","NY","Public",25558496.96,"1011"
"3309","CLARKSON UNIVERSITY","NY","Private-Nonprofit",4196938.52,"1011"
"3310","COLGATE UNIVERSITY","NY","Private-Nonprofit",1445870,"1011"
"3311","COLLEGE OF MOUNT SAINT VINCENT","NY","Private-Nonprofit",3685156,"1011"
"3312","COLLEGE OF NEW ROCHELLE (THE)","NY","Private-Nonprofit",18362360,"1011"
"3313","COLLEGE OF ST ROSE","NY","Private-Nonprofit",4685996.37,"1011"
"3314","COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","NY","Private-Nonprofit",8366828,"1011"
"3315","BARNARD COLLEGE","NY","Private-Nonprofit",2599432,"1011"
"3316","CONCORDIA COLLEGE","NY","Private-Nonprofit",1166614.73,"1011"
"3317","COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)","NY","Private-Nonprofit",805984.32,"1011"
"3318","CORNELL UNIVERSITY","NY","Private-Nonprofit",11417123,"1011"
"3319","D'YOUVILLE COLLEGE","NY","Private-Nonprofit",3347667,"1011"
"3320","DOMINICAN COLLEGE OF BLAUVELT","NY","Private-Nonprofit",3056941,"1011"
"3321","ELMIRA COLLEGE","NY","Private-Nonprofit",1898748,"1011"
"3322","FORDHAM UNIVERSITY - ROSE HILL CAMPUS","NY","Private-Nonprofit",8914543.5,"1011"
"3323","HAMILTON COLLEGE","NY","Private-Nonprofit",1365756,"1011"
"3324","HARTWICK COLLEGE","NY","Private-Nonprofit",2242978.83,"1011"
"3325","HOBART AND WILLIAM SMITH COLLEGES","NY","Private-Nonprofit",1964565,"1011"
"3326","HOFSTRA UNIVERSITY","NY","Private-Nonprofit",7263898.5,"1011"
"3327","HOUGHTON COLLEGE","NY","Private-Nonprofit",2443985,"1011"
"3328","HILBERT COLLEGE","NY","Private-Nonprofit",2285225,"1011"
"3329","IONA COLLEGE","NY","Private-Nonprofit",3708721.7,"1011"
"3330","ITHACA COLLEGE","NY","Private-Nonprofit",6293986.02,"1011"
"3331","JUILLIARD SCHOOL (THE)","NY","Private-Nonprofit",463710,"1011"
"3332","KEUKA COLLEGE","NY","Private-Nonprofit",3591408,"1011"
"3333","LE MOYNE COLLEGE","NY","Private-Nonprofit",4453560,"1011"
"3334","LONG ISLAND UNIVERSITY","NY","Private-Nonprofit",21078729,"1011"
"3335","MANHATTAN COLLEGE","NY","Private-Nonprofit",4075031.93,"1011"
"3336","MANHATTAN SCHOOL OF MUSIC","NY","Private-Nonprofit",320624,"1011"
"3337","MANHATTANVILLE COLLEGE","NY","Private-Nonprofit",2523664.43,"1011"
"3338","MARIA COLLEGE","NY","Private-Nonprofit",1224509.12,"1011"
"3339","MARIST COLLEGE","NY","Private-Nonprofit",3798667,"1011"
"3340","MARYMOUNT MANHATTAN COLLEGE","NY","Private-Nonprofit",2337318.62,"1011"
"3341","MERCY COLLEGE","NY","Private-Nonprofit",16987039.59,"1011"
"3342","MOLLOY COLLEGE","NY","Private-Nonprofit",4623099,"1011"
"3343","MEDAILLE COLLEGE","NY","Private-Nonprofit",3476182.83,"1011"
"3344","MOUNT SAINT MARY COLLEGE","NY","Private-Nonprofit",3490982,"1011"
"3345","NAZARETH COLLEGE OF ROCHESTER","NY","Private-Nonprofit",3826462,"1011"
"3346","NEW YORK INSTITUTE OF TECHNOLOGY","NY","Private-Nonprofit",8978857.59,"1011"
"3347","NEW YORK UNIVERSITY","NY","Private-Nonprofit",23085538,"1011"
"3348","NIAGARA UNIVERSITY","NY","Private-Nonprofit",3964301.14,"1011"
"3349","NYACK COLLEGE-ROCKLAND CAMPUS","NY","Private-Nonprofit",5256800,"1011"
"3350","PACE UNIVERSITY","NY","Private-Nonprofit",13412820,"1011"
"3351","PAUL SMITH'S COLLEGE OF ARTS & SCIENCES","NY","Private-Nonprofit",1880228,"1011"
"3352","POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY","NY","Private-Nonprofit",4686970.5,"1011"
"3353","PRATT INSTITUTE","NY","Private-Nonprofit",3692705.5,"1011"
"3354","RENSSELAER POLYTECHNIC INSTITUTE","NY","Private-Nonprofit",4995699.55,"1011"
"3355","ROBERTS WESLEYAN COLLEGE","NY","Private-Nonprofit",3130772,"1011"
"3356","ROCHESTER INSTITUTE OF TECHNOLOGY","NY","Private-Nonprofit",21419727,"1011"
"3357","DAEMEN COLLEGE","NY","Private-Nonprofit",3130748.8,"1011"
"3358","SAGE COLLEGES","NY","Private-Nonprofit",3127610.57,"1011"
"3359","TROCAIRE COLLEGE","NY","Private-Nonprofit",3384440,"1011"
"3360","SARAH LAWRENCE COLLEGE","NY","Private-Nonprofit",1247283,"1011"
"3361","SKIDMORE COLLEGE","NY","Private-Nonprofit",2336419,"1011"
"3362","SIENA COLLEGE","NY","Private-Nonprofit",3225114.41,"1011"
"3363","ST. BONAVENTURE UNIVERSITY","NY","Private-Nonprofit",3065905.51,"1011"
"3364","SAINT FRANCIS COLLEGE","NY","Private-Nonprofit",4849607,"1011"
"3365","ST JOHN FISHER COLLEGE","NY","Private-Nonprofit",4644672,"1011"
"3366","SAINT JOHN'S UNIVERSITY","NY","Private-Nonprofit",26952736.31,"1011"
"3367","SAINT JOSEPH'S COLLEGE","NY","Private-Nonprofit",6452208.58,"1011"
"3368","ST. LAWRENCE UNIVERSITY","NY","Private-Nonprofit",2181443.84,"1011"
"3369","SAINT THOMAS AQUINAS COLLEGE","NY","Private-Nonprofit",1829724,"1011"
"3370","EXCELSIOR COLLEGE","NY","Private-Nonprofit",1894495,"1011"
"3371","STATE UNIVERSITY OF NEW YORK AT ALBANY","NY","Public",23370876.25,"1011"
"3372","BINGHAMTON UNIVERSITY","NY","Public",17176102.5,"1011"
"3373","STATE UNIVERSITY OF NEW YORK AT BUFFALO","NY","Public",28372684,"1011"
"3374","STATE UNIVERSITY OF NEW YORK AT STONY BROOK","NY","Public",33921596.6,"1011"
"3375","STATE UNIVERSITY OF NEW YORK DOWNSTATE MEDICAL CENTER","NY","Public",220528,"1011"
"3376","STATE UNIVERSITY OF NEW YORK UPSTATE MEDICAL UNIVERSITY","NY","Public",478598,"1011"
"3377","STATE UNIVERSITY OF NEW YORK COLLEGE AT BROCKPORT","NY","Public",14213263,"1011"
"3378","SUNY COLLEGE AT BUFFALO","NY","Public",22570742,"1011"
"3379","SUNY COLLEGE AT CORTLAND","NY","Public",9264290,"1011"
"3380","SUNY AT FREDONIA","NY","Public",9081148,"1011"
"3381","SUNY COLLEGE AT GENESEO","NY","Public",6035881,"1011"
"3382","STATE UNIVERSITY OF NEW YORK AT NEW PALTZ","NY","Public",8696931,"1011"
"3383","STATE UNIVERSITY OF NEW YORK, COLLEGE AT ONEONTA","NY","Public",8778743,"1011"
"3384","STATE UNIVERSITY OF NEW YORK AT OSWEGO","NY","Public",13341747,"1011"
"3385","STATE UNIVERSITY OF NEW YORK COLLEGE AT PLATTSBURGH","NY","Public",10126559.5,"1011"
"3386","STATE UNIVERSITY OF NEW YORK COLLEGE AT POTSDAM","NY","Public",8080713.5,"1011"
"3387","SUNY COLLEGE OF ENVIRONMENT SCIENCE AND FORESTRY","NY","Public",2317950.85,"1011"
"3388","SUNY MARITIME COLLEGE","NY","Public",2215134,"1011"
"3389","SUNY COLLEGE OF TECHNOLOGY AT ALFRED","NY","Public",8640344,"1011"
"3390","STATE UNIVERSITY OF NEW YORK COLLEGE OF TECHNOLOGY AT CANTON","NY","Public",8636014.89,"1011"
"3391","SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT COBLESKILL","NY","Public",5670142,"1011"
"3392","STATE UNIVERSITY OF NEW YORK COLLEGE OF TECHNOLOGY - DELHI","NY","Public",6681733,"1011"
"3393","STATE UNIVERSITY OF NEW YORK AT FARMINGDALE","NY","Public",7239446.38,"1011"
"3394","SUNY COLLEGE OF AGRICULTURE & TECHNOLOGY AT MORRISVILLE","NY","Public",9549456,"1011"
"3395","SUNY ADIRONDACK COMMUNITY COLLEGE","NY","Public",6424744.35,"1011"
"3396","CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE","NY","Public",9710616.5,"1011"
"3397","BROOME COMMUNITY COLLEGE","NY","Public",12117245.9,"1011"
"3398","CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES","NY","Public",8940368.18,"1011"
"3399","DUTCHESS COMMUNITY COLLEGE","NY","Public",9424052.5,"1011"
"3400","FASHION INSTITUTE OF TECHNOLOGY","NY","Public",10592843,"1011"
"3401","SUNY FULTON-MONTGOMERY COMMUNITY COLLEGE","NY","Public",6366857.28,"1011"
"3402","HUDSON VALLEY COMMUNITY COLLEGE","NY","Public",15305436.6,"1011"
"3403","JAMESTOWN COMMUNITY COLLEGE","NY","Public",10221383,"1011"
"3404","JEFFERSON COMMUNITY COLLEGE","NY","Public",7350671.98,"1011"
"3405","SUNY,MOHAWK VALLEY COMMUNITY COLLEGE","NY","Public",15958810.45,"1011"
"3406","MONROE COMMUNITY COLLEGE","NY","Public",40696074.5,"1011"
"3407","NASSAU COMMUNITY COLLEGE","NY","Public",31195993.29,"1011"
"3408","NIAGARA COUNTY COMMUNITY COLLEGE","NY","Public",12675612.75,"1011"
"3409","ONONDAGA COMMUNITY COLLEGE","NY","Public",18245680,"1011"
"3410","ORANGE COUNTY COMMUNITY COLLEGE","NY","Public",7090880.54,"1011"
"3411","ROCKLAND COMMUNITY COLLEGE","NY","Public",8653638.56,"1011"
"3412","SUFFOLK COUNTY COMMUNITY COLLEGE","NY","Public",27931846.48,"1011"
"3413","SULLIVAN COUNTY COMMUNITY COLLEGE","NY","Public",4056292,"1011"
"3414","ULSTER COUNTY COMMUNITY COLLEGE","NY","Public",4230466.78,"1011"
"3415","SUNY WESTCHESTER COMMUNITY COLLEGE","NY","Public",17072855.88,"1011"
"3416","SYRACUSE UNIVERSITY","NY","Private-Nonprofit",19010566.53,"1011"
"3417","UTICA COLLEGE- UTICA","NY","Private-Nonprofit",5153566.5,"1011"
"3418","ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES","NY","Private-Nonprofit",1220593,"1011"
"3419","UNION COLLEGE","NY","Private-Nonprofit",1907909,"1011"
"3420","UNITED STATES MERCHANT MARINE ACADEMY","NY","Public",335638.57,"1011"
"3421","UNIVERSITY OF ROCHESTER","NY","Private-Nonprofit",5526422,"1011"
"3422","VASSAR COLLEGE","NY","Private-Nonprofit",2746673,"1011"
"3423","VILLA MARIA COLLEGE OF BUFFALO","NY","Private-Nonprofit",1144705.16,"1011"
"3424","WAGNER COLLEGE","NY","Private-Nonprofit",1452368.08,"1011"
"3425","WEBB INSTITUTE","NY","Private-Nonprofit",16650,"1011"
"3426","WELLS COLLEGE","NY","Private-Nonprofit",1277750,"1011"
"3427","YESHIVA UNIVERSITY","NY","Private-Nonprofit",2297701.15,"1011"
"3428","MESIVTHA TIFERETH JERUSALEM OF AMERICA","NY","Private-Nonprofit",155750,"1011"
