"","School","State","School.Type","Total.Disbursements","Year"
"9881","ROSSLYN TRAINING ACADEMY OF COSMETOLOGY                               ","PR","PROPRIETARY",253878.98,"1213"
"9882","PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE)                   ","PR","PRIVATE-NONPROFIT",31634231.24,"1213"
"9883","COLEGIO UNIVERSITARIO DE SAN JUAN                                     ","PR","PUBLIC",5856154.22,"1213"
"9884","MODERN HAIRSTYLING INSTITUTE                                          ","PR","PROPRIETARY",1700272.53,"1213"
"9885","EDUCATIONAL TECHNICAL COLLEGE (EDUTEC)                                ","PR","PROPRIETARY",4569082.99,"1213"
"9886","COLUMBIA CENTRAL UNIVERSITY                                           ","PR","PROPRIETARY",9310808.51,"1213"
"9887","HUMACAO COMMUNITY COLLEGE                                             ","PR","PRIVATE-NONPROFIT",3290860.4,"1213"
"9888","INSTITUTE OF BEAUTY OCCUPATIONS AND TECHNOLOGY COURSE                 ","PR","PROPRIETARY",960487.89,"1213"
"9889","UNIVERSIDAD DEL TURABO                                                ","PR","PRIVATE-NONPROFIT",56992757.21,"1213"
"9890","UNIVERSITY OF PUERTO RICO - ARECIBO                                   ","PR","PUBLIC",14247581.29,"1213"
"9891","INTERNATIONAL TECHNICAL COLLEGE                                       ","PR","PROPRIETARY",609112,"1213"
"9892","GLOBAL INSTITUTE                                                      ","PR","PROPRIETARY",139950.26,"1213"
"9893","XTREME CAREER INSTITUTE                                               ","PR","PROPRIETARY",85336,"1213"
"9894","INSTITUTO COMERCIAL DE PUERTO RICO JUNIOR COLLEGE-MAIN                ","PR","PROPRIETARY",14053711.95,"1213"
"9895","CENTRO DE CAPACITACION Y ASESORAMIENTO VETELBA                        ","PR","PRIVATE-NONPROFIT",80002.5,"1213"
"9896","MONTECLARO ESCUELA DE HOTELERIA Y ARTES CULINARIAS                    ","PR","PRIVATE-NONPROFIT",13096.18,"1213"
"9897","CHARLIE'S GUARD, DETECTIVE BUREAU, AND ACADEMY                        ","PR","PROPRIETARY",414331,"1213"
"9898","UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS                    ","PR","PUBLIC",1677325.93,"1213"
"9899","UNIVERSAL TECHNOLOGY COLLEGE  OF  PUERTO RICO                         ","PR","PRIVATE-NONPROFIT",5135581,"1213"
"9900","COLEGIO EDUCATIVO TECNOLOGICO INDUSTRIAL                              ","PR","PRIVATE-NONPROFIT",627413,"1213"
"9901","BAYAMON CENTRAL UNIVERSITY                                            ","PR","PRIVATE-NONPROFIT",6287051.54,"1213"
"9902","AUTOMECA TECHNICAL COLLEGE                                            ","PR","PROPRIETARY",6771513.79,"1213"
"9903","UNIVERSITY OF PUERTO RICO - HUMACAO UNIVERSITY COLLEGE                ","PR","PUBLIC",12804334.47,"1213"
"9904","UNIVERSITY OF PUERTO RICO - UTUADO                                    ","PR","PUBLIC",5630287.83,"1213"
"9905","UNIVERSIDAD POLITECNICA DE PUERTO RICO/POLYTECHNIC UNIVERSITY OF P.R. ","PR","PRIVATE-NONPROFIT",9691391.56,"1213"
"9906","UNIVERSITY OF PUERTO RICO, AGUADILLA REGIONAL COLLEGE                 ","PR","PUBLIC",10952969.53,"1213"
"9907","NOVA COLLEGE OF PUERTO RICO                                           ","PR","PROPRIETARY",1310726.86,"1213"
"9908","UNIVERSITY OF PUERTO RICO - MAYAGUEZ                                  ","PR","PUBLIC",32606098.64,"1213"
"9909","UNIVERSITY OF PUERTO RICO, PONCE                                      ","PR","PUBLIC",11695397.12,"1213"
"9910","AMERICAN EDUCATIONAL COLLEGE                                          ","PR","PROPRIETARY",3264603.11,"1213"
"9911","MYRANGEL BEAUTY INSTITUTE                                             ","PR","PROPRIETARY",1281926.47,"1213"
"9912","IVAEM COLLEGE                                                         ","PR","PROPRIETARY",672396,"1213"
"9913","MODERN HAIRSTYLING INSTITUTE                                          ","PR","PROPRIETARY",1661867.11,"1213"
"9914","CARIB TECHNOLOGICAL INSTITUTE                                         ","PR","PROPRIETARY",1694014.77,"1213"
"9915","ACADEMIA SERRANT                                                      ","PR","PROPRIETARY",1396485.6,"1213"
"9916","UNIVERSIDAD METROPOLITANA                                             ","PR","PRIVATE-NONPROFIT",45958599.71,"1213"
"9917","INDUSTRIAL TECHNICAL COLLEGE                                          ","PR","PROPRIETARY",1113848.91,"1213"
"9918","HUERTAS COLLEGE                                                       ","PR","PROPRIETARY",8150269.21,"1213"
"9919","CONSERVATORIO DE MUSICA DE PUERTO RICO                                ","PR","PUBLIC",1194513.34,"1213"
"9920","ADVANCED TECH COLLEGE                                                 ","PR","PROPRIETARY",561241.54,"1213"
"9921","MODERN HAIRSTYLING INSTITUTE                                          ","PR","PROPRIETARY",389400.08,"1213"
"9922","UNIVERSITY OF PUERTO RICO CAROLINA REGIONAL COLLEGE                   ","PR","PUBLIC",11643983.38,"1213"
"9923","DEWEY UNIVERSITY                                                      ","PR","PRIVATE-NONPROFIT",20079328.23,"1213"
"9924","GLOBELLE TECHNICAL INSTITUTE                                          ","PR","PROPRIETARY",558044.09,"1213"
"9925","MBTI BUSINESS TRAINING INSTITUTE                                      ","PR","PROPRIETARY",19235269.45,"1213"
"9926","COLEGIO MAYOR DE TECHNOLOGIA                                          ","PR","PROPRIETARY",1799127.03,"1213"
"9927","RYDER MEMORIAL HOSPITAL, SCHOOL OF PRACTICAL NURSING                  ","PR","PRIVATE-NONPROFIT",134612.5,"1213"
"9928","EDIC  COLLEGE                                                         ","PR","PROPRIETARY",8590026.13,"1213"
"9929","UNIVERSIDAD PENTECOSTAL MIZPA                                         ","PR","PRIVATE-NONPROFIT",1090359.57,"1213"
"9930","HISPANIC AMERICAN COLLEGE                                             ","PR","PROPRIETARY",2083715.81,"1213"
"9931","INSTITUTE OF BEAUTY CAREERS                                           ","PR","PROPRIETARY",2290734.3,"1213"
"9932","LICEO DE ARTE Y TECNOLOGIA                                            ","PR","PROPRIETARY",4672702.44,"1213"
"9933","COLEGIO DE CINEMATOGRAFIA, ARTES Y TELEVISION                         ","PR","PROPRIETARY",3875633.92,"1213"
"9934","D'MART INSTITUTE                                                      ","PR","PROPRIETARY",4676398.87,"1213"
"9935","ESCUELA HOTELERA DE SAN JUAN                                          ","PR","PROPRIETARY",3908473.23,"1213"
"9936","UNIVERSITY OF PUERTO RICO - CAYEY UNIVERSITY COLLEGE                  ","PR","PUBLIC",12627027.34,"1213"
"9937","CARLOS ALBIZU UNIVERSITY                                              ","PR","PRIVATE-NONPROFIT",1234978.55,"1213"
"9938","PROFESSIONAL TECHNICAL INSTITUTION                                    ","PR","PROPRIETARY",1798800.09,"1213"
"9939","UNIVERSITY OF PUERTO RICO BAYAMON TECHNICAL UNIVERSITY COLLEGE        ","PR","PUBLIC",15252994.01,"1213"
"9940","CAMBRIDGE TECHNICAL INSTITUTE                                         ","PR","PROPRIETARY",475944.63,"1213"
"9941","COMMONWEALTH OF PUERTO RICO DEPARTMENT OF EDUCATION -DEPT OF EDUCATIO ","PR","PUBLIC",11892600.23,"1213"
"9942","UNIVERSITY OF PUERTO RICO - RIO PIEDRAS CAMPUS                        ","PR","PUBLIC",32421014.46,"1213"
"9943","UNIVERSIDAD CENTRAL DEL CARIBE                                        ","PR","PRIVATE-NONPROFIT",634237.4,"1213"
"9944","UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS                                ","PR","PRIVATE-NONPROFIT",4982013.5,"1213"
"9945","THEOLOGICAL UNIVERSITY OF THE CARIBBEAN                               ","PR","PRIVATE-NONPROFIT",606750.71,"1213"
"9946","EMMA'S BEAUTY ACADEMY                                                 ","PR","PROPRIETARY",2069824.78,"1213"
"9947","UNIVERSIDAD DEL ESTE                                                  ","PR","PRIVATE-NONPROFIT",49724384.11,"1213"
"9948","COLEGIO TECHNOLOGICO Y COMERCIAL DE PUERTO RICO                       ","PR","PROPRIETARY",287647,"1213"
"9949","PALAU COMMUNITY COLLEGE                                               ","PW","PUBLIC",2684995,"1213"
"9950","TONI & GUY HAIRDRESSING ACADEMY                                       ","RI","PROPRIETARY",406040.92,"1213"
"9951","SALVE REGINA COLLEGE                                                  ","RI","PRIVATE-NONPROFIT",2001559,"1213"
"9952","RHODE ISLAND COLLEGE                                                  ","RI","PUBLIC",11898140,"1213"
"9953","SAWYER SCHOOL  (THE)                                                  ","RI","PROPRIETARY",1266989.55,"1213"
"9954","RHODE ISLAND SCHOOL OF DESIGN                                         ","RI","PRIVATE-NONPROFIT",1366797.51,"1213"
"9955","SAINT JOSEPH SCHOOL OF NURSING                                        ","RI","PRIVATE-NONPROFIT",278180,"1213"
"9956","NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF MASSACHUSETTS          ","RI","PROPRIETARY",2289997,"1213"
"9957","NEW ENGLAND INSTITUTE OF TECHNOLOGY                                   ","RI","PRIVATE-NONPROFIT",6523628,"1213"
"9958","JOHNSON & WALES UNIVERSITY                                            ","RI","PRIVATE-NONPROFIT",25211045,"1213"
"9959","NEWPORT SCHOOL OF HAIRDRESSING                                        ","RI","PROPRIETARY",148810.97,"1213"
"9960","UNIVERSITY OF RHODE ISLAND                                            ","RI","PUBLIC",15170552.93,"1213"
"9961","COMMUNITY COLLEGE OF RHODE ISLAND                                     ","RI","PUBLIC",27510661.68,"1213"
"9962","INTERNATIONAL YACHT RESTORATION SCHOOL                                ","RI","PRIVATE-NONPROFIT",73435,"1213"
"9963","ROGER WILLIAMS UNIVERSITY                                             ","RI","PRIVATE-NONPROFIT",2198743.13,"1213"
"9964","BROWN UNIVERSITY                                                      ","RI","PRIVATE-NONPROFIT",4051582,"1213"
"9965","BRYANT UNIVERSITY                                                     ","RI","PRIVATE-NONPROFIT",2118637,"1213"
"9966","PROVIDENCE COLLEGE                                                    ","RI","PRIVATE-NONPROFIT",2486531.5,"1213"
"9967","CONVERSE COLLEGE                                                      ","SC","PRIVATE-NONPROFIT",1307381,"1213"
"9968","KENNETH SHULER SCHOOL OF COSMETOLOGY                                  ","SC","PROPRIETARY",1164154,"1213"
"9969","CHARZANNE BEAUTY COLLEGE                                              ","SC","PROPRIETARY",285287,"1213"
"9970","NORTHEASTERN TECHNICAL COLLEGE                                        ","SC","PUBLIC",3581969,"1213"
"9971","UNIVERSITY OF SOUTH CAROLINA - LANCASTER                              ","SC","PUBLIC",2980335.21,"1213"
"9972","COLUMBIA INTERNATIONAL UNIVERSITY                                     ","SC","PRIVATE-NONPROFIT",1105822,"1213"
"9973","ALLEN UNIVERSITY                                                      ","SC","PRIVATE-NONPROFIT",2842460,"1213"
"9974","ORANGEBURG CALHOUN TECHNICAL COLLEGE                                  ","SC","PUBLIC",7707716.04,"1213"
"9975","LACY COSMETOLOGY SCHOOL                                               ","SC","PROPRIETARY",354667.49,"1213"
"9976","PRESBYTERIAN COLLEGE                                                  ","SC","PRIVATE-NONPROFIT",1094624,"1213"
"9977","FURMAN UNIVERSITY                                                     ","SC","PRIVATE-NONPROFIT",1627826.67,"1213"
"9978","UNIVERSITY OF SOUTH CAROLINA - BEAUFORT                               ","SC","PUBLIC",3147068.43,"1213"
"9979","SOUTHERN WESLEYAN UNIVERSITY                                          ","SC","PRIVATE-NONPROFIT",3016525,"1213"
"9980","KENNETH SHULER SCHOOL OF COSMETOLOGY & NAILS                          ","SC","PROPRIETARY",1271522,"1213"
"9981","SUMTER BEAUTY COLLEGE                                                 ","SC","PROPRIETARY",134385.25,"1213"
"9982","COLUMBIA COLLEGE OF SOUTH CAROLINA                                    ","SC","PRIVATE-NONPROFIT",2781887.3,"1213"
"9983","NEWBERRY COLLEGE                                                      ","SC","PRIVATE-NONPROFIT",2167495,"1213"
"9984","WOFFORD COLLEGE                                                       ","SC","PRIVATE-NONPROFIT",1281074.51,"1213"
"9985","WINTHROP UNIVERSITY                                                   ","SC","PUBLIC",9263249,"1213"
"9986","UNIVERSITY OF SOUTH CAROLINA - SALKEHATCHIE                           ","SC","PUBLIC",3045982.9,"1213"
"9987","UNIVERSITY OF SOUTH CAROLINA UPSTATE                                  ","SC","PUBLIC",10833299.51,"1213"
"9988","SPARTANBURG COMMUNITY COLLEGE                                         ","SC","PUBLIC",13325876.79,"1213"
"9989","YORK TECHNICAL COLLEGE                                                ","SC","PUBLIC",10984643.26,"1213"
"9990","LEGRAND INSTITUTE OF COSMETOLOGY                                      ","SC","PROPRIETARY",154589,"1213"
"9991","BOB JONES UNIVERSITY                                                  ","SC","PROPRIETARY",4917369,"1213"
"9992","CENTURA COLLEGE                                                       ","SC","PROPRIETARY",1148596,"1213"
"9993","LIMESTONE COLLEGE                                                     ","SC","PRIVATE-NONPROFIT",6131906,"1213"
"9994","CLEMSON UNIVERSITY                                                    ","SC","PUBLIC",12727133.99,"1213"
"9995","LANDER UNIVERSITY                                                     ","SC","PUBLIC",6418299.27,"1213"
"9996","UNIVERSITY OF SOUTH CAROLINA - COLUMBIA                               ","SC","PUBLIC",24085180.05,"1213"
"9997","MORRIS COLLEGE                                                        ","SC","PRIVATE-NONPROFIT",3959914,"1213"
"9998","KENNETH SHULER SCHOOL OF COSMETOLOGY & HAIR DESIGN                    ","SC","PROPRIETARY",1086254,"1213"
"9999","CHARLESTON COSMETOLOGY INSTITUTE                                      ","SC","PROPRIETARY",347776.41,"1213"
"10000","FLORENCE - DARLINGTON TECHNICAL COLLEGE                               ","SC","PUBLIC",17040036,"1213"
"10001","COSMETIC ARTS INSTITUTE                                               ","SC","PROPRIETARY",195151,"1213"
"10002","CHARLESTON SOUTHERN UNIVERSITY                                        ","SC","PRIVATE-NONPROFIT",5774125,"1213"
"10003","COASTAL CAROLINA UNIVERSITY                                           ","SC","PUBLIC",14496758.43,"1213"
"10004","ACADEMY OF COSMETOLOGY                                                ","SC","PROPRIETARY",40492,"1213"
"10005","ACADEMY OF HAIR TECHNOLOGY                                            ","SC","PROPRIETARY",229370.41,"1213"
"10006","SOUTHEASTERN INSTITUTE                                                ","SC","PROPRIETARY",643995,"1213"
"10007","CLINTON COLLEGE                                                       ","SC","PRIVATE-NONPROFIT",579023,"1213"
"10008","FRANCIS MARION UNIVERSITY                                             ","SC","PUBLIC",9610452.81,"1213"
"10009","HORRY GEORGETOWN TECHNICAL COLLEGE                                    ","SC","PUBLIC",19082774.27,"1213"
"10010","SOUTHEASTERN INSTITUTE                                                ","SC","PROPRIETARY",479752,"1213"
"10011","CLAFLIN UNIVERSITY                                                    ","SC","PRIVATE-NONPROFIT",6325804,"1213"
"10012","PALMETTO BEAUTY SCHOOL                                                ","SC","PROPRIETARY",333416,"1213"
"10013","SALON 496 BARBER ACADEMY                                              ","SC","PROPRIETARY",93200,"1213"
"10014","GREENVILLE TECHNICAL COLLEGE                                          ","SC","PUBLIC",27734666.33,"1213"
"10015","STRAND COLLEGE OF HAIR DESIGN                                         ","SC","PROPRIETARY",238278,"1213"
"10016","PIEDMONT TECHNICAL COLLEGE                                            ","SC","PUBLIC",17451551.1,"1213"
"10017","DENMARK TECHNICAL COLLEGE                                             ","SC","PUBLIC",8473335.91,"1213"
"10018","ERSKINE COLLEGE                                                       ","SC","PRIVATE-NONPROFIT",753473.9,"1213"
"10019","ANDERSON UNIVERSITY                                                   ","SC","PRIVATE-NONPROFIT",3940461,"1213"
"10020","VOORHEES COLLEGE                                                      ","SC","PRIVATE-NONPROFIT",2797348,"1213"
"10021","SOUTH CAROLINA STATE UNIVERSITY                                       ","SC","PUBLIC",10709799.34,"1213"
"10022","ACADEMY FOR CAREERS AND TECHNOLOGY                                    ","SC","PUBLIC",173914.04,"1213"
"10023","TRI-COUNTY TECHNICAL COLLEGE                                          ","SC","PUBLIC",11148550.42,"1213"
"10024","MEDICAL UNIVERSITY OF SOUTH CAROLINA                                  ","SC","PUBLIC",91981,"1213"
"10025","UNIVERSITY OF SOUTH CAROLINA - UNION                                  ","SC","PUBLIC",1322582.37,"1213"
"10026","AIKEN TECHNICAL COLLEGE                                               ","SC","PUBLIC",6520348.04,"1213"
"10027","STYLETRENDS BARBER AND HAIRSTYLING ACADEMY                            ","SC","PROPRIETARY",244101,"1213"
"10028","TECHNICAL COLLEGE OF THE LOWCOUNTRY - BEAUFORT CAMPUS                 ","SC","PUBLIC",5339941.49,"1213"
"10029","JOLEI'S HAIR INSTITUTE                                                ","SC","PROPRIETARY",192888.6,"1213"
"10030","COLLEGE OF CHARLESTON                                                 ","SC","PUBLIC",10766429,"1213"
"10031","UNIVERSITY OF SOUTH CAROLINA - AIKEN                                  ","SC","PUBLIC",5677583.13,"1213"
"10032","CENTRAL CAROLINA TECHNICAL COLLEGE                                    ","SC","PUBLIC",12234877,"1213"
"10033","FORREST COLLEGE                                                       ","SC","PROPRIETARY",747293,"1213"
"10034","MIDLANDS TECHNICAL COLLEGE - AIRPORT CAMPUS                           ","SC","PUBLIC",24972157.51,"1213"
"10035","UNIVERSITY OF SOUTH CAROLINA - SUMTER                                 ","SC","PUBLIC",1668444.14,"1213"
"10036","AIKEN SCHOOL OF COSMETOLOGY                                           ","SC","PROPRIETARY",142673.56,"1213"
"10037","SPARTANBURG METHODIST COLLEGE                                         ","SC","PRIVATE-NONPROFIT",1796729.26,"1213"
"10038","NORTH GREENVILLE UNIVERSITY                                           ","SC","PRIVATE-NONPROFIT",3642263,"1213"
"10039","TRIDENT TECHNICAL COLLEGE                                             ","SC","PUBLIC",39060662.52,"1213"
"10040","CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA                       ","SC","PUBLIC",2688305,"1213"
"10041","BENEDICT COLLEGE                                                      ","SC","PRIVATE-NONPROFIT",11664787.74,"1213"
"10042","WILLIAMSBURG TECHNICAL COLLEGE                                        ","SC","PUBLIC",2112650,"1213"
"10043","W. L. BONNER COLLEGE                                                  ","SC","PRIVATE-NONPROFIT",69387,"1213"
"10044","COKER COLLEGE                                                         ","SC","PRIVATE-NONPROFIT",3105947.74,"1213"
"10045","SOUTHEAST TECHNICAL INSTITUTE                                         ","SD","PUBLIC",4846011,"1213"
"10046","SANFORD MEDICAL CENTER                                                ","SD","PRIVATE-NONPROFIT",5500,"1213"
"10047","SOUTH DAKOTA SCHOOL OF MINES AND TECHNOLOGY                           ","SD","PUBLIC",2132407.98,"1213"
"10048","DAKOTA WESLEYAN UNIVERSITY                                            ","SD","PRIVATE-NONPROFIT",1371157,"1213"
"10049","MITCHELL TECHNICAL INSTITUTE                                          ","SD","PUBLIC",1937408,"1213"
"10050","KILIAN COMMUNITY COLLEGE                                              ","SD","PRIVATE-NONPROFIT",673570.51,"1213"
"10051","MOUNT MARTY COLLEGE                                                   ","SD","PRIVATE-NONPROFIT",1358384.86,"1213"
"10052","AVERA MCKENNAN HOSPITAL                                               ","SD","PRIVATE-NONPROFIT",3200,"1213"
"10053","NORTHERN STATE UNIVERSITY                                             ","SD","PUBLIC",2977842.12,"1213"
"10054","UNIVERSITY OF SOUTH DAKOTA                                            ","SD","PUBLIC",8552585.73,"1213"
"10055","STEWART SCHOOL                                                        ","SD","PROPRIETARY",411421,"1213"
"10056","PRESENTATION COLLEGE                                                  ","SD","PRIVATE-NONPROFIT",1362349.4,"1213"
"10057","AUGUSTANA COLLEGE                                                     ","SD","PRIVATE-NONPROFIT",1671537,"1213"
"10058","WESTERN DAKOTA TECHNICAL INSTITUTE                                    ","SD","PUBLIC",2726021,"1213"
"10059","SINTE GLESKA UNIVERSITY                                               ","SD","PUBLIC",1667355,"1213"
"10060","DAKOTA STATE UNIVERSITY                                               ","SD","PUBLIC",2834125.52,"1213"
"10061","BLACK HILLS STATE UNIVERSITY                                          ","SD","PUBLIC",6141223.95,"1213"
"10062","HEADLINES ACADEMY                                                     ","SD","PROPRIETARY",392284,"1213"
"10063","SISSETON WAHPETON COLLEGE                                             ","SD","PUBLIC",536541.47,"1213"
"10064","BLACK HILLS BEAUTY COLLEGE                                            ","SD","PROPRIETARY",350642,"1213"
"10065","UNIVERSITY OF SIOUX FALLS                                             ","SD","PRIVATE-NONPROFIT",1500971,"1213"
"10066","NATIONAL AMERICAN UNIVERSITY                                          ","SD","PROPRIETARY",34379211.87,"1213"
"10067","SOUTH DAKOTA STATE UNIVERSITY                                         ","SD","PUBLIC",11928273.97,"1213"
"10068","LAKE AREA TECHNICAL INSTITUTE                                         ","SD","PUBLIC",2854029,"1213"
"10069","OGLALA LAKOTA COLLEGE-                                                ","SD","PUBLIC",4107030,"1213"
"10070","CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS           ","TN","PROPRIETARY",1722150.26,"1213"
"10071","LINCOLN MEMORIAL UNIVERSITY                                           ","TN","PRIVATE-NONPROFIT",3727457,"1213"
"10072","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MEMPHIS                       ","TN","PUBLIC",2648869.1,"1213"
"10073","TENNESSEE TECHNOLOGICAL UNIVERSITY                                    ","TN","PUBLIC",15609656,"1213"
"10074","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - CRUMP                       ","TN","PUBLIC",796407.33,"1213"
"10075","VOLUNTEER STATE COMMUNITY COLLEGE                                     ","TN","PUBLIC",12247305,"1213"
"10076","TENNESSEE ACADEMY OF COSMETOLOGY                                      ","TN","PROPRIETARY",372842,"1213"
"10077","SALON PROFESSIONAL ACADEMY (THE)                                      ","TN","PROPRIETARY",103139,"1213"
"10078","O'MORE COLLEGE OF DESIGN                                              ","TN","PRIVATE-NONPROFIT",280887,"1213"
"10079","ROANE STATE COMMUNITY COLLEGE                                         ","TN","PUBLIC",12547403.88,"1213"
"10080","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-PARIS                         ","TN","PUBLIC",1172828,"1213"
"10081","TENNESSEE WESLEYAN COLLEGE                                            ","TN","PRIVATE-NONPROFIT",2146181,"1213"
"10082","NASHVILLE BARBER AND STYLE ACADEMY                                    ","TN","PROPRIETARY",267897.96,"1213"
"10083","JOHN A. GUPTON COLLEGE                                                ","TN","PRIVATE-NONPROFIT",320513.46,"1213"
"10084","TENNESSEE CAREER INSTITUTE                                            ","TN","PROPRIETARY",555580,"1213"
"10085","VICTORY UNIVERSITY                                                    ","TN","PROPRIETARY",5710441.5,"1213"
"10086","BAPTIST MEMORIAL COLLEGE OF HEALTH SCIENCES                           ","TN","PRIVATE-NONPROFIT",2161776.69,"1213"
"10087","LIPSCOMB UNIVERSITY                                                   ","TN","PRIVATE-NONPROFIT",2995753.55,"1213"
"10088","VOLUNTEER BEAUTY ACADEMY NORTH                                        ","TN","PROPRIETARY",176226.25,"1213"
"10089","BELMONT UNIVERSITY                                                    ","TN","PRIVATE-NONPROFIT",3691976.26,"1213"
"10090","PLAZA BEAUTY SCHOOL                                                   ","TN","PROPRIETARY",557463,"1213"
"10091","VOLUNTEER BEAUTY ACADEMY                                              ","TN","PROPRIETARY",261285,"1213"
"10092","TENNESSEE SCHOOL OF BEAUTY                                            ","TN","PROPRIETARY",327729,"1213"
"10093","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - CROSSVILLE                  ","TN","PUBLIC",880033.99,"1213"
"10094","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - COVINGTON                   ","TN","PUBLIC",418127.91,"1213"
"10095","KAPLAN COLLEGE                                                        ","TN","PROPRIETARY",2968425,"1213"
"10096","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - ONEIDA/HUNTSVILLE           ","TN","PUBLIC",654060.82,"1213"
"10097","RHODES COLLEGE                                                        ","TN","PRIVATE-NONPROFIT",1287368.22,"1213"
"10098","CLEVELAND STATE COMMUNITY COLLEGE                                     ","TN","PUBLIC",7409470.74,"1213"
"10099","ELITE COLLEGE OF COSMETOLOGY                                          ","TN","PROPRIETARY",195275,"1213"
"10100","SAE INSTITUTE OF TECHNOLOGY                                           ","TN","PROPRIETARY",272820,"1213"
"10101","MID-SOUTH CHRISTIAN COLLEGE                                           ","TN","PRIVATE-NONPROFIT",22200,"1213"
"10102","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - DICKSON                     ","TN","PUBLIC",1235398.23,"1213"
"10103","NEW CONCEPTS SCHOOL OF COSMETOLOGY                                    ","TN","PROPRIETARY",202398,"1213"
"10104","FREED-HARDEMAN UNIVERSITY                                             ","TN","PRIVATE-NONPROFIT",2372959.96,"1213"
"10105","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY RIPLEY                        ","TN","PUBLIC",510318.73,"1213"
"10106","SOUTHERN ADVENTIST UNIVERSITY                                         ","TN","PRIVATE-NONPROFIT",4693251.56,"1213"
"10107","UNIVERSITY OF TENNESSEE - CHATTANOOGA                                 ","TN","PUBLIC",14568866,"1213"
"10108","LANE COLLEGE                                                          ","TN","PRIVATE-NONPROFIT",7057470,"1213"
"10109","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSBORO                     ","TN","PUBLIC",623188.9,"1213"
"10110","TENNESSEE TEMPLE UNIVERSITY                                           ","TN","PRIVATE-NONPROFIT",1767924,"1213"
"10111","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - HARRIMAN                    ","TN","PUBLIC",740725.06,"1213"
"10112","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MCKENZIE                      ","TN","PUBLIC",582219.98,"1213"
"10113","MIDDLE TENNESSEE STATE UNIVERSITY                                     ","TN","PUBLIC",41709782,"1213"
"10114","JENNY LEA ACADEMY OF COSMETOLOGY                                      ","TN","PROPRIETARY",681096.93,"1213"
"10115","SOUTHERN INSTITUTE OF COSMETOLOGY                                     ","TN","PROPRIETARY",305927.93,"1213"
"10116","NORTHEAST STATE COMMUNITY COLLEGE                                     ","TN","PUBLIC",14015529,"1213"
"10117","KNOXVILLE INSTITUTE OF HAIR DESIGN                                    ","TN","PROPRIETARY",185915,"1213"
"10118","PAUL MITCHELL THE SCHOOL MEMPHIS                                      ","TN","PROPRIETARY",502776.6,"1213"
"10119","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - ATHENS                      ","TN","PUBLIC",544655,"1213"
"10120","UNION UNIVERSITY                                                      ","TN","PRIVATE-NONPROFIT",3810073.32,"1213"
"10121","LEE UNIVERSITY                                                        ","TN","PRIVATE-NONPROFIT",7787692,"1213"
"10122","QUEEN CITY COLLEGE                                                    ","TN","PROPRIETARY",491219,"1213"
"10123","INTERNATIONAL BARBER & STYLE COLLEGE                                  ","TN","PROPRIETARY",742153.37,"1213"
"10124","AQUINAS COLLEGE                                                       ","TN","PRIVATE-NONPROFIT",756393.49,"1213"
"10125","WILLIAM R  MOORE COLLEGE OF TECHNOLOGY                                ","TN","PRIVATE-NONPROFIT",246267.35,"1213"
"10126","MARTIN METHODIST COLLEGE                                              ","TN","PRIVATE-NONPROFIT",2751579,"1213"
"10127","VANDERBILT UNIVERSITY                                                 ","TN","PRIVATE-NONPROFIT",3884832,"1213"
"10128","UNIVERSITY OF TENNESSEE - MARTIN                                      ","TN","PUBLIC",15142799,"1213"
"10129","NASHVILLE COLLEGE OF MEDICAL CAREERS                                  ","TN","PROPRIETARY",698912.27,"1213"
"10130","TREVECCA NAZARENE UNIVERSITY                                          ","TN","PRIVATE-NONPROFIT",2453839,"1213"
"10131","NATIONAL COLLEGE                                                      ","TN","PROPRIETARY",3781669.58,"1213"
"10132","FRANKLIN ACADEMY                                                      ","TN","PRIVATE-NONPROFIT",320269.18,"1213"
"10133","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HARTSVILLE                    ","TN","PUBLIC",840932.5,"1213"
"10134","UNIVERSITY OF THE SOUTH (THE)                                         ","TN","PRIVATE-NONPROFIT",1149466.95,"1213"
"10135","TENNESSEE COLLEGE OF APPLIED TECHNOLOGY - MORRISTOWN                  ","TN","PUBLIC",1313195.24,"1213"
"10136","FAYETTEVILLE COLLEGE OF COSMETOLOGY ARTS & SCIENCES                   ","TN","PROPRIETARY",236679,"1213"
